44 44 64 65 44 44 44 44 3 44 3 44 3 44 3 44 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 64 65 44 44
44 44 80 81 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 80 81 44 44
44 44 64 65 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 0 0 0 0 82 82 82 82 82 82 82 82 64 65 44 44
44 44 80 81 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 57 0 0 0 82 82 82 82 82 82 82 82 80 81 44 44
44 44 64 65 64 65 64 65 44 44 44 44 44 44 44 44 64 65 64 65 64 65 64 65 82 82 82 82 82 82 82 82 64 65 44 44
44 44 80 81 80 81 80 81 55 55 55 55 55 55 55 55 80 81 80 81 80 81 80 81 82 82 82 82 82 82 82 82 80 81 44 44
44 44 42 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 57 57 57 57 82 82 82 82 82 82 82 82 42 43 44 44
44 44 58 59 44 44 44 44 44 44 44 44 44 3 44 3 44 3 44 3 57 57 57 57 82 82 82 82 82 82 82 82 58 59 44 44
44 44 42 43 44 44 44 44 44 44 44 44 3 44 3 44 3 44 3 44 57 57 57 57 82 82 82 82 82 82 82 82 42 43 44 44
44 44 58 59 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 57 57 57 57 82 82 82 82 82 82 82 82 58 59 44 44
44 44 42 43 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 44 44 44 44 44 44 44 44 42 43 44 44
44 44 58 59 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 44 3 44 3 44 3 44 3 58 59 44 44
44 44 42 43 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 3 44 3 44 3 44 3 44 42 43 44 44
44 44 58 59 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 44 44 44 44 44 44 44 44 58 59 44 44
44 44 42 43 44 44 44 44 57 57 57 57 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 42 43 44 44
44 44 58 59 44 44 44 44 57 57 57 57 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 58 59 44 44
44 44 42 43 44 44 44 44 57 57 57 57 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 42 43 44 44
44 44 58 59 55 55 60 60 55 55 55 55 55 55 60 60 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 58 59 44 44
44 44 42 43 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 42 43 44 44
44 44 58 59 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 59 44 44
44 44 42 43 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 42 43 44 44
44 44 58 59 44 44 44 44 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 59 44 44
44 44 42 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 82 82 82 82 82 82 82 82 57 57 57 57 42 43 44 44
44 44 58 59 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 82 82 82 82 82 82 82 82 57 57 57 57 58 59 44 44
44 44 42 43 64 65 64 65 64 65 64 65 64 65 64 65 64 65 64 65 82 82 82 82 82 82 82 82 57 57 57 57 42 43 44 44
44 44 58 59 80 81 80 81 80 81 80 81 80 81 80 81 80 81 80 81 82 82 82 82 82 82 82 82 55 55 55 55 58 59 44 44
44 44 42 43 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 82 82 82 82 82 82 82 82 57 57 57 57 42 43 44 44
44 44 58 59 44 44 44 44 44 44 44 44 44 3 44 3 44 3 44 3 82 82 82 82 82 82 82 82 57 57 57 57 58 59 44 44
44 44 42 43 44 44 44 44 44 44 44 44 3 44 3 44 3 44 3 44 82 82 82 82 82 82 82 82 57 57 57 57 42 43 44 44
44 44 58 59 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 82 82 82 82 82 82 82 82 57 57 57 57 58 59 44 44
44 44 42 43 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 42 43 44 44
44 44 58 59 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 58 59 44 44
44 44 42 43 57 57 57 57 57 57 57 57 57 57 70 71 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 42 43 44 44
44 44 58 59 55 55 55 55 57 57 57 57 57 57 86 87 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 58 59 44 44
44 44 64 65 44 44 44 44 82 82 82 82 82 82 82 82 57 57 57 57 44 44 44 44 82 82 82 82 82 82 82 82 64 65 44 44
44 44 80 81 44 44 44 44 82 82 82 82 82 82 82 82 57 57 57 57 44 44 44 44 82 82 82 82 82 82 82 82 80 81 44 44
44 44 64 65 44 44 44 44 82 82 82 82 82 82 82 82 57 57 57 57 44 44 44 44 82 82 82 82 82 82 82 82 64 65 44 44
44 44 80 81 44 44 44 44 82 82 82 82 82 82 82 82 57 57 57 57 44 44 44 44 82 82 82 82 82 82 82 82 80 81 44 44
44 44 64 65 82 82 82 82 82 82 82 82 44 44 44 44 57 57 57 57 82 82 82 82 82 82 82 82 44 44 44 44 64 65 44 44
44 44 80 81 82 82 82 82 82 82 82 82 44 3 44 3 57 57 57 57 82 82 82 82 82 82 82 82 44 3 44 3 80 81 44 44
44 44 64 65 82 82 82 82 82 82 82 82 3 44 3 44 57 57 57 57 82 82 82 82 82 82 82 82 3 44 3 44 64 65 44 44
44 44 80 81 82 82 82 82 82 82 82 82 44 44 44 44 57 57 57 57 82 82 82 82 82 82 82 82 44 44 44 44 80 81 44 44
44 44 64 65 42 43 42 43 42 43 42 43 42 43 42 43 82 82 82 82 42 43 42 43 42 43 42 43 42 43 42 43 64 65 44 44
44 44 80 81 58 59 58 59 58 59 58 59 58 59 58 59 82 82 82 82 58 59 58 59 58 59 58 59 58 59 58 59 80 81 44 44
44 44 64 65 44 44 44 44 44 44 44 44 44 44 42 43 82 82 82 82 42 43 44 44 44 44 44 44 44 44 44 44 64 65 44 44
44 44 80 81 44 44 44 44 44 44 44 44 44 44 58 59 82 82 82 82 58 59 44 44 44 44 44 44 44 44 44 44 80 81 44 44
44 44 64 65 44 44 44 44 44 44 44 44 44 44 42 43 82 82 82 82 42 43 44 44 44 44 44 44 44 44 44 44 64 65 44 44
44 44 80 81 44 44 44 44 44 44 44 44 44 44 58 59 82 82 82 82 58 59 44 44 44 44 44 44 44 44 44 44 80 81 44 44
44 44 64 65 44 44 44 44 44 44 44 44 44 44 42 43 82 82 82 82 42 43 44 44 44 44 44 44 44 44 44 44 64 65 44 44
44 44 80 81 44 44 44 44 44 44 44 44 44 44 58 59 82 82 82 82 58 59 44 44 44 44 44 44 44 44 44 44 80 81 44 44
